,TSS,end_x,start_x,gene,strand_x,end_y,start_y,strand_y,strand,ratio_ATCACG,ratio_ACAGTG,ratio_CGATGT,ratio_GCCAAT
223,275206,275325,275206,mmuP,+,276728.0,275325.0,+,+,0.9166666666666666,1.8823529411764706,1.2480705622932746,1.9044117647058822
224,275285,275325,275285,mmuP,+,276728.0,275325.0,+,+,1.5,2.6666666666666665,1.3449131513647643,2.5672853828306264
225,275287,275325,275287,mmuP,+,276728.0,275325.0,+,+,1.5,2.7222222222222223,1.355721393034826,2.5800464037122968
227,275315,275325,275315,mmuP,+,276728.0,275325.0,+,+,3.0,2.6842105263157894,1.5917001338688086,2.6736842105263157
228,282223,282278,282223,yagE,+,283186.0,282278.0,+,+,0.6727272727272727,0.8695652173913043,1.2906178489702518,1.3054393305439331
229,282252,282278,282252,yagE,+,283186.0,282278.0,+,+,0.9411764705882353,1.1917808219178083,1.216335540838852,1.346433770014556
230,285207,285395,285207,yagG,+,286777.0,285395.0,+,+,0.625,1.0740740740740742,0.49019607843137253,1.1540983606557378
231,285271,285395,285271,yagG,+,286777.0,285395.0,+,+,2.5,1.0,0.7567567567567568,2.234042553191489
232,285350,285395,285350,yagG,+,286777.0,285395.0,+,+,1.875,3.0,1.10828025477707,2.330612244897959
233,285353,285395,285353,yagG,+,286777.0,285395.0,+,+,2.142857142857143,3.2,1.1437908496732025,2.330612244897959
234,289192,289192,289162,yagI,-,289162.0,288404.0,-,-,2.3716216216216215,4.129032258064516,1.27816091954023,1.746031746031746
235,290340,290340,290305,argF,-,290305.0,289301.0,-,-,2.9375,2.8823529411764706,0.6124031007751938,0.8360655737704918
236,293118,293118,292948,yagK,-,292948.0,292322.0,-,-,0.5,0.7627118644067796,1.038310412573674,1.386938775510204
237,294031,294031,293918,yagL,-,293918.0,293220.0,-,-,0.5,0.5121951219512195,0.5969827586206896,0.7368694747789911
238,295656,295656,295579,yagN,-,295579.0,295139.0,-,-,1.1061224489795918,0.86,0.3632781717888101,0.43855516293678837
239,295660,295660,295579,yagN,-,295579.0,295139.0,-,-,0.9808429118773946,0.7270029673590505,0.3477911646586345,0.40800313848568065
240,295663,295663,295579,yagN,-,295579.0,295139.0,-,-,0.8978102189781022,0.6790830945558739,0.34057971014492755,0.39162754303599373
241,295671,295671,295579,yagN,-,295579.0,295139.0,-,-,0.7927272727272727,0.5777777777777777,0.33768494342906874,0.37196876284422525
242,304258,304258,304182,ykgJ,-,304182.0,303853.0,-,-,2.076923076923077,2.641025641025641,1.5730337078651686,1.589928057553957
243,304262,304262,304182,ykgJ,-,304182.0,303853.0,-,-,2.0,2.710526315789474,1.4516129032258065,1.4965517241379311
244,310076,310076,310026,ecpB,-,310026.0,309358.0,-,-,0.8333333333333334,1.3478260869565217,1.0401606425702812,0.9344729344729344
245,310119,310119,310026,ecpB,-,310026.0,309358.0,-,-,1.1578947368421053,2.35,1.6682692307692308,1.4563106796116505
246,310797,310797,310671,ecpA,-,310671.0,310084.0,-,-,0.4666666666666667,0.5555555555555556,0.4076086956521739,1.0851063829787233
247,311393,311393,311336,ecpR,-,311336.0,310746.0,-,-,5.0,1.5,1.3492063492063493,1.5845070422535212
248,311432,311432,311336,ecpR,-,311336.0,310746.0,-,-,4.0,2.0,1.0689655172413792,1.7876106194690264
249,311446,311446,311336,ecpR,-,311336.0,310746.0,-,-,3.0,1.0,0.8214285714285714,1.709090909090909
250,311460,311460,311336,ecpR,-,311336.0,310746.0,-,-,3.0,1.0,0.7777777777777778,1.546218487394958
251,311482,311482,311336,ecpR,-,311336.0,310746.0,-,-,0.3333333333333333,1.3333333333333333,0.7222222222222222,1.132867132867133
252,311939,312112,311939,ykgL,+,312339.0,312112.0,+,+,0.38095238095238093,0.6333333333333333,1.4,1.125
253,312805,312805,312777,ykgM,-,312777.0,312514.0,-,-,1.3617021276595744,2.3333333333333335,1.0671641791044777,1.3217665615141956
254,313285,313285,313242,ykgR,-,313242.0,313141.0,-,-,0.7142857142857143,1.8,0.28651685393258425,0.22312703583061888
255,318334,318334,318319,ykgB,-,318319.0,317726.0,-,-,0.8571428571428571,1.1,0.5346153846153846,1.013550135501355
256,318376,318376,318319,ykgB,-,318319.0,317726.0,-,-,0.8,1.2222222222222223,0.6065573770491803,0.8997555012224939
257,318397,318397,318319,ykgB,-,318319.0,317726.0,-,-,0.7777777777777778,1.25,0.6893617021276596,0.8300492610837439
258,318484,318484,318319,ykgB,-,318319.0,317726.0,-,-,1.5714285714285714,1.8888888888888888,0.7606382978723404,0.706601466992665
259,318525,318525,318319,ykgB,-,318319.0,317726.0,-,-,1.4285714285714286,2.3333333333333335,0.782608695652174,0.711864406779661
260,320088,320088,320001,ykgC,-,320001.0,318676.0,-,-,2.0,4.5,0.9871794871794872,0.8870056497175142
261,320116,320227,320116,ykgD,+,321081.0,320227.0,+,+,0.08333333333333333,0.06329113924050633,0.17268041237113402,0.30749354005167956
262,320170,320170,320001,ykgC,-,320001.0,318676.0,-,-,1.0,1.3333333333333333,0.7227722772277227,0.7055837563451777
263,320193,320227,320193,ykgD,+,321081.0,320227.0,+,+,0.6052631578947368,0.5609756097560976,0.5622222222222222,0.6159600997506235
264,320215,320215,320001,ykgC,-,320001.0,318676.0,-,-,0.3333333333333333,0.8333333333333334,0.4068965517241379,0.4482758620689655
265,321481,321608,321481,ykgE,+,322327.0,321608.0,+,+,1.3076923076923077,0.225,0.33665835411471323,0.6752136752136753
266,321484,321608,321484,ykgE,+,322327.0,321608.0,+,+,1.2142857142857142,0.225,0.3260340632603406,0.6666666666666666
267,321511,321608,321511,ykgE,+,322327.0,321608.0,+,+,1.3333333333333333,0.2631578947368421,0.34951456310679613,0.6931567328918322
268,321537,321608,321537,ykgE,+,322327.0,321608.0,+,+,1.4166666666666667,0.4864864864864865,0.3923444976076555,0.76431718061674
269,327257,327257,327247,betA,-,327247.0,325577.0,-,-,2.7580645161290325,2.838709677419355,1.6559139784946237,1.7915407854984895
270,327261,327261,327247,betA,-,327247.0,325577.0,-,-,2.8118279569892475,2.9833333333333334,1.6453900709219857,1.8414634146341464
271,329361,329361,329334,betI,-,329334.0,328747.0,-,-,1.0902777777777777,1.358974358974359,0.7668393782383419,0.9090909090909091
272,329421,329463,329421,betT,+,331496.0,329463.0,+,+,0.3352941176470588,0.3728813559322034,0.39664804469273746,0.7371794871794872
273,331873,332371,331873,yahA,+,333459.0,332371.0,+,+,0.15789473684210525,0.09433962264150944,0.15517241379310345,0.30434782608695654
274,332039,332371,332039,yahA,+,333459.0,332371.0,+,+,0.4576271186440678,0.27722772277227725,0.453416149068323,0.514018691588785
275,335068,335068,335022,yahC,-,335022.0,334525.0,-,-,0.8,1.5,0.7209302325581395,1.101338432122371
276,335739,335925,335739,yahE,+,336788.0,335925.0,+,+,1.25,1.5714285714285714,0.6946902654867256,0.7490774907749077
277,345252,345404,345252,yahM,+,345649.0,345404.0,+,+,41.523809523809526,14.5,3.423780487804878,2.8330464716006887
278,345336,345404,345336,yahM,+,345649.0,345404.0,+,+,27.5,37.827586206896555,2.708835341365462,2.444592790387183
279,346432,346484,346432,yahO,+,346759.0,346484.0,+,+,0.05714285714285714,0.11627906976744186,0.21585365853658536,0.3655030800821355
280,346435,346435,346337,yahN,-,346337.0,345666.0,-,-,0.2727272727272727,1.1111111111111112,0.3695198329853862,0.8235294117647058
281,346436,346436,346337,yahN,-,346337.0,345666.0,-,-,0.2727272727272727,1.1111111111111112,0.37214137214137216,0.8210180623973727
282,348471,348471,348443,prpR,-,348443.0,346857.0,-,-,2.0,1.0,0.4567307692307692,0.7181818181818181
283,348646,348682,348646,prpB,+,349572.0,348682.0,+,+,0.25,2.0,1.190721649484536,1.5023041474654377
284,354884,354922,354884,codB,+,356181.0,354922.0,+,+,2.127659574468085,1.3571428571428572,0.5502392344497608,1.1527093596059113
285,358709,358709,358690,cynR,-,358690.0,357791.0,-,-,0.6538461538461539,1.6666666666666667,0.5450643776824035,0.8288973384030418
286,358773,358799,358773,cynT,+,359458.0,358799.0,+,+,2.6666666666666665,3.1666666666666665,0.9781659388646288,2.5611510791366907
287,358773,358799,358773,cynT,+,359458.0,358799.0,+,+,2.6666666666666665,3.1666666666666665,0.9781659388646288,2.5611510791366907
288,366343,366343,366305,lacZ,-,366305.0,363231.0,-,-,0.5,0.08695652173913043,0.352112676056338,0.30275229357798167
289,366343,366343,366305,lacZ,-,366305.0,363231.0,-,-,0.5,0.08695652173913043,0.352112676056338,0.30275229357798167
290,366358,366358,366305,lacZ,-,366305.0,363231.0,-,-,0.46153846153846156,0.06521739130434782,0.2361111111111111,0.16666666666666666
291,366358,366358,366305,lacZ,-,366305.0,363231.0,-,-,0.46153846153846156,0.06521739130434782,0.2361111111111111,0.16666666666666666
292,366365,366365,366305,lacZ,-,366305.0,363231.0,-,-,0.07692307692307693,0.06818181818181818,0.0641025641025641,0.07692307692307693
293,366365,366365,366305,lacZ,-,366305.0,363231.0,-,-,0.07692307692307693,0.06818181818181818,0.0641025641025641,0.07692307692307693
294,366377,366377,366305,lacZ,-,366305.0,363231.0,-,-,0.08333333333333333,0.041666666666666664,0.02531645569620253,0.009433962264150943
295,366377,366377,366305,lacZ,-,366305.0,363231.0,-,-,0.08333333333333333,0.041666666666666664,0.02531645569620253,0.009433962264150943
296,367538,367538,367510,lacI,-,367510.0,366428.0,-,-,0.8358008075370121,1.4467329545454546,0.7465352633199877,1.036043956043956
297,368519,368611,368519,mhpA,+,370275.0,368611.0,+,+,1.0,0.7142857142857143,0.6636363636363637,0.9137931034482759
298,368528,368528,368420,mhpR,-,368420.0,367587.0,-,-,0.38461538461538464,0.09523809523809523,0.65,1.1059602649006623
299,368536,368536,368420,mhpR,-,368420.0,367587.0,-,-,0.4166666666666667,0.16666666666666666,0.7263157894736842,1.223021582733813
300,375386,375459,375386,mhpT,+,376670.0,375459.0,+,+,0.8823529411764706,0.6666666666666666,0.5524861878453039,0.5627240143369175
301,380850,380850,380842,yaiO,-,380842.0,380069.0,-,-,1.2,0.4,1.6979166666666667,1.608433734939759
302,380957,380957,380842,yaiO,-,380842.0,380069.0,-,-,0.26666666666666666,1.2222222222222223,0.8734177215189873,0.6776315789473685
303,380973,380973,380842,yaiO,-,380842.0,380069.0,-,-,0.35714285714285715,1.875,0.8292682926829268,0.6428571428571429
304,383985,383985,383935,yaiP,-,383935.0,382739.0,-,-,0.25,0.3333333333333333,0.4785714285714286,0.5416666666666666
305,384701,384701,384616,yaiS,-,384616.0,384059.0,-,-,1.0,0.15,0.4180790960451977,0.5294117647058824
306,384708,384708,384616,yaiS,-,384616.0,384059.0,-,-,1.2,0.25,0.42105263157894735,0.5710306406685237
307,384738,384738,384616,yaiS,-,384616.0,384059.0,-,-,1.8333333333333333,0.6470588235294118,0.5178571428571429,0.8103448275862069
308,384830,384830,384616,yaiS,-,384616.0,384059.0,-,-,1.6,1.0909090909090908,0.45161290322580644,1.3254437869822486
309,385205,385232,385205,tauA,+,386194.0,385232.0,+,+,0.6666666666666666,1.2222222222222223,0.7167630057803468,1.3135135135135134
310,389861,389861,389727,hemB,-,389727.0,388753.0,-,-,0.0018832391713747645,0.012222222222222223,0.3110773899848255,0.8195364238410596
313,394461,394461,394461,yaiV,+,395129.0,394506.0,+,+,3.5,12.0,1.613861386138614,1.2837837837837838
314,396319,396319,396287,ampH,-,396287.0,395130.0,-,-,1.5268817204301075,2.871345029239766,1.3555555555555556,1.3406940063091484
315,396363,396363,396287,ampH,-,396287.0,395130.0,-,-,1.5,2.9784172661870505,1.1395348837209303,1.4835164835164836
316,396553,396639,396553,sbmA,+,397859.0,396639.0,+,+,0.9666666666666667,0.7049180327868853,0.6190476190476191,1.0844155844155845
317,399444,399593,399444,yaiZ,+,399805.0,399593.0,+,+,0.09917355371900827,0.0661764705882353,0.6108108108108108,0.7395348837209302
318,399454,399593,399454,yaiZ,+,399805.0,399593.0,+,+,0.09811320754716982,0.05869074492099323,0.5743589743589743,0.730593607305936
319,399460,399460,399333,yaiY,-,399333.0,399025.0,-,-,0.35714285714285715,0.5135135135135135,1.202247191011236,0.9624060150375939
320,399547,399547,399333,yaiY,-,399333.0,399025.0,-,-,1.5263157894736843,0.8333333333333334,0.7464788732394366,0.8010204081632653
321,401319,401386,401319,iraP,+,401646.0,401386.0,+,+,0.18604651162790697,0.14720812182741116,0.23841059602649006,0.4026666666666667
322,401363,401386,401363,iraP,+,401646.0,401386.0,+,+,0.19696969696969696,0.1371841155234657,0.31210191082802546,0.4861751152073733
323,401707,401747,401707,phoA,+,403162.0,401747.0,+,+,6.416666666666667,14.0,1.4680851063829787,1.6159169550173011
325,405686,405686,405644,proC,-,405644.0,404835.0,-,-,0.6412429378531074,0.3333333333333333,0.5471698113207547,1.6559633027522935
326,405698,405764,405698,yaiI,+,406222.0,405764.0,+,+,0.6774193548387096,1.1222222222222222,0.6024844720496895,1.175
327,405708,405764,405708,yaiI,+,406222.0,405764.0,+,+,0.7548387096774194,1.391304347826087,0.6,1.0912863070539418
328,405723,405764,405723,yaiI,+,406222.0,405764.0,+,+,0.7682926829268293,1.5113636363636365,0.5689655172413793,1.0708333333333333
329,406280,406405,406280,aroL,+,406929.0,406405.0,+,+,2.1599123767798467,3.6257372654155495,1.3026485788113695,1.8226517463546965
330,408148,408177,408148,yaiE,+,408461.0,408177.0,+,+,0.6336760925449871,0.26169225276686897,0.4658881376767056,0.43831672203765226
331,410118,410144,410118,mak,+,411052.0,410144.0,+,+,5.473684210526316,4.266666666666667,2.9098039215686273,3.126315789473684
332,412529,412529,412481,araJ,-,412481.0,411297.0,-,-,0.38202247191011235,0.43790849673202614,1.1252955082742317,1.8486646884272997
333,415847,415847,415753,sbcC,-,415753.0,412607.0,-,-,0.6029411764705882,0.75,0.8840579710144928,0.9736346516007532
334,416977,416977,416952,sbcD,-,416952.0,415750.0,-,-,0.7379310344827587,0.6666666666666666,0.8532608695652174,0.9175257731958762
335,417101,417142,417101,phoB,+,417831.0,417142.0,+,+,0.5495495495495496,1.056338028169014,0.5174418604651163,0.8451612903225807
336,419488,419591,419488,brnQ,+,420910.0,419591.0,+,+,1.2849162011173185,1.2476190476190476,0.5508196721311476,1.6294642857142858
337,422495,422518,422495,malZ,+,424332.0,422518.0,+,+,0.83,0.7714285714285715,0.5680933852140078,0.7234726688102894
338,422495,422518,422495,malZ,+,424332.0,422518.0,+,+,0.83,0.7714285714285715,0.5680933852140078,0.7234726688102894
339,424985,425011,424985,queA,+,426081.0,425011.0,+,+,1.4605067064083457,2.0355871886120998,2.0790513833992095,1.2066869300911853
340,426055,426137,426055,tgt,+,427264.0,426137.0,+,+,3.3129161118508654,2.532188841201717,1.2004405286343611,1.8307692307692307
341,427205,427287,427205,yajC,+,427619.0,427287.0,+,+,0.6369426751592356,0.7613707165109034,0.5623123123123123,0.8377760853008378
342,430469,430605,430469,yajD,+,430952.0,430605.0,+,+,2.95,1.8143939393939394,1.8138528138528138,0.8245243128964059
343,430530,430605,430530,yajD,+,430952.0,430605.0,+,+,0.9659863945578231,1.1330275229357798,0.7777777777777778,0.48148148148148145
344,432091,432091,432013,tsx,-,432013.0,431129.0,-,-,0.841854124062713,0.6235232344447361,0.5458015267175572,0.6554392353208921
345,432245,432245,432013,tsx,-,432013.0,431129.0,-,-,0.07400288322921672,0.021377256001401786,0.02638888888888889,0.033657442034405384
346,432977,433002,432977,nrdR,+,433451.0,433002.0,+,+,1.572289156626506,3.226829268292683,1.434782608695652,1.1714285714285715
347,433034,433034,432851,yajI,-,432851.0,432312.0,-,-,26.62962962962963,45.629629629629626,5.605263157894737,2.247191011235955
348,434504,434647,434504,ribE,+,435117.0,434647.0,+,+,0.36276083467094705,0.42406542056074764,0.3651877133105802,0.547945205479452
349,441373,441373,441343,xseB,-,441343.0,441101.0,-,-,0.6758026624902115,0.3711615487316422,0.28422619047619047,0.6898395721925134
350,441468,441549,441468,thiI,+,442997.0,441549.0,+,+,0.9183266932270916,0.991514360313316,0.4694104560622914,1.0213740458015268
351,443748,443748,443641,yajL,-,443641.0,443051.0,-,-,1.2913907284768211,0.802547770700637,0.4961832061068702,0.7268817204301076
352,444658,444683,444658,yajQ,+,445174.0,444683.0,+,+,4.079414838035528,5.481481481481482,2.89237668161435,2.9761904761904763
353,446687,446687,446666,yajR,-,446666.0,445302.0,-,-,1.1271186440677967,0.5225806451612903,0.3568075117370892,0.6239669421487604
354,447770,447770,447705,cyoE,-,447705.0,446815.0,-,-,1.9303361684892668,2.6742940603700096,1.3907103825136613,1.8202614379084967
355,451653,451653,451610,cyoA,-,451610.0,450663.0,-,-,0.47394010112796575,0.27702265372168283,0.3975975975975976,0.5482320631651219
356,453627,453627,453545,ampG,-,453545.0,452070.0,-,-,3.0318352059925093,4.179123711340206,1.2296954314720812,1.7323135755258126
357,453684,453684,453545,ampG,-,453545.0,452070.0,-,-,3.032928942807626,3.9291521486643437,1.0809248554913296,1.6549165120593692
358,453686,453686,453545,ampG,-,453545.0,452070.0,-,-,3.0604490500863557,3.976878612716763,1.0714285714285714,1.6672862453531598
359,454349,454472,454349,bolA,+,454789.0,454472.0,+,+,0.41192411924119243,0.17896678966789667,0.12903225806451613,0.585635359116022
360,454434,454472,454434,bolA,+,454789.0,454472.0,+,+,0.772020725388601,0.3739967897271268,0.3316062176165803,0.9767441860465116
361,454993,455133,454993,tig,+,456431.0,455133.0,+,+,1.3231022608174876,1.5845450768591607,1.031830985915493,1.3653691275167785
362,454994,455133,454994,tig,+,456431.0,455133.0,+,+,1.333633836676433,1.5941983780411728,1.0399887355674458,1.3763469827586208
363,455122,455133,455122,tig,+,456431.0,455133.0,+,+,1.4257979598552155,1.9055299539170507,1.2565505326806796,1.3686780606906173
364,456577,456677,456577,clpP,+,457300.0,456677.0,+,+,0.7567987567987567,0.5132978723404256,0.3695042095416277,0.7240215924426451
365,456605,456677,456605,clpP,+,457300.0,456677.0,+,+,1.1185483870967743,0.7789115646258503,0.6349056603773585,1.124484181568088
366,456646,456677,456646,clpP,+,457300.0,456677.0,+,+,1.6664012738853504,1.397719651240778,1.084870848708487,1.7649122807017543
367,457202,457426,457202,clpX,+,458700.0,457426.0,+,+,0.4240811153358682,0.516981992249829,0.6079609463011642,0.52
368,458815,458888,458815,lon,+,461242.0,458888.0,+,+,1.9146039603960396,1.2672186676703048,0.8120786516853933,1.9036277024551118
369,461305,461451,461305,hupB,+,461723.0,461451.0,+,+,0.11690997566909976,0.14837286265857694,0.23385826771653542,0.27009174311926604
370,461305,461451,461305,hupB,+,461723.0,461451.0,+,+,0.11690997566909976,0.14837286265857694,0.23385826771653542,0.27009174311926604
371,461332,461451,461332,hupB,+,461723.0,461451.0,+,+,0.39615485221030605,0.17548974943052392,0.13931762794476035,0.4262295081967213
372,461332,461451,461332,hupB,+,461723.0,461451.0,+,+,0.39615485221030605,0.17548974943052392,0.13931762794476035,0.4262295081967213
373,461395,461451,461395,hupB,+,461723.0,461451.0,+,+,2.0616033755274263,0.8732735298305567,0.9835418038183015,1.9222702035780384
374,461395,461451,461395,hupB,+,461723.0,461451.0,+,+,2.0616033755274263,0.8732735298305567,0.9835418038183015,1.9222702035780384
375,461442,461451,461442,hupB,+,461723.0,461451.0,+,+,6.042725173210162,2.052303120356612,2.2281167108753315,4.836041358936485
376,461442,461451,461442,hupB,+,461723.0,461451.0,+,+,6.042725173210162,2.052303120356612,2.2281167108753315,4.836041358936485
377,461819,461915,461819,ppiD,+,463786.0,461915.0,+,+,0.5044074436826641,0.7505518763796909,0.5910652920962199,0.8561151079136691
378,461838,461915,461838,ppiD,+,463786.0,461915.0,+,+,0.5953141640042598,0.8191244239631337,0.5918367346938775,0.9104477611940298
